Cukiernia Sowa;Toruń;ul. Rynek Staromiejski 4, Toruń, Toruń 87-100;International,Finger Food,Healthy Food,Credit Card,Dinner,Lunch,Serves Alcohol,Kid Friendly,Wifi,Group Meal,Outdoor Seating,Pet Friendly,Vegetarian Friendly,Live Sports Screening;https://b.zmtcdn.com/data/reviews_photos/d4f/380b657feffafe65c2543d9ab1960d4f_1549144858.JPG?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Pierogarnia Stary Toruń;Toruń;Most Pauliński 2-10, Toruń, Toruń;Polish,Credit Card,Delivery,Lunch,Dinner,Outdoor Seating,Free Parking,Pet Friendly,Group Meal;https://b.zmtcdn.com/data/reviews_photos/84a/e78e67d737c3d16cf438a48ddeaba84a_1561835839.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Widelec;Toruń;Sienkiewicza 39, Toruń, Toruń 87-100;American,Grill,Credit Card,Lunch,Serves Alcohol,Delivery,Dinner,Outdoor Seating,Disabled Friendly,Smoking Area,Group Meal,Free Parking,Kid Friendly,Pet Friendly,Vegetarian Friendly;https://b.zmtcdn.com/data/reviews_photos/45d/1f4151cbf7464712d41f908e52e9245d_1499456900.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Pizzeria Piccolo;Toruń;Prosta 20, Toruń 87-100;Pizza,Cash,No Alcohol Available,Dinner,Lunch,Free Parking,Kid Friendly,Vegetarian Friendly,Indoor Seating,Pet Friendly,Group Meal;https://b.zmtcdn.com/data/reviews_photos/91f/5c0a89e762f6ca365176896ded93891f_1460825043.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Central Coffee Perks;Toruń;Strumykowa 2, Toruń, Toruń 87-100;Desserts,Cafe,Credit Card,Lunch,Dinner,Kid Friendly,Wifi,Group Meal,Indoor Seating,Pet Friendly;https://b.zmtcdn.com/data/reviews_photos/a9a/ccdc05a732f817acc46a8848b2156a9a_1485781954.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Piąta Klepka;Toruń;Podmurna 34, Toruń, Toruń 87-100;Polish,Dinner,Lunch,Serves Alcohol,Indoor Seating,Cigar Bar,Vegetarian Friendly,Kid Friendly,Smoking Area;
Kona Coast Cafe II;Toruń;Chełmińska 18, Toruń, Toruń;International,Mediterranean,Finger Food,Serves Alcohol,Credit Card,Lunch,Dinner,Outdoor Seating,Pet Friendly,Vegetarian Friendly,Free Parking,Kid Friendly,Wifi,Group Meal;https://b.zmtcdn.com/data/reviews_photos/b52/b4f04160e765c3bc908777fed423bb52_1470506198.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Coffee & Whisky House;Toruń;św. Ducha 3, Toruń, Toruń 87-100;International,Cafe,Credit Card,Lunch,Serves Alcohol,Dinner,Indoor Seating,Group Meal;https://b.zmtcdn.com/data/reviews_photos/5d1/a2f9629f82320b5a99e13088b777c5d1_1472302448.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Pueblo;Toruń;Mostowa 7, Toruń;Tex-Mex,Mexican,American,Serves Alcohol,Credit Card,Lunch,Dinner,Indoor Seating,Fullbar;https://b.zmtcdn.com/data/reviews_photos/d03/16ae99e52cd67c1fa5600dcd75c25d03_1489943188.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Kawiarnia Pikawa;Gdańsk;Piwna 15, Śródmieście, Gdańsk 80-831;Desserts,Cafe,Dinner,Credit Card,Lunch,Serves Alcohol,Wifi,Group Meal,Kid Friendly,Disabled Friendly,Vegetarian Friendly,Outdoor Seating,Cigar Bar,Pet Friendly;https://b.zmtcdn.com/data/reviews_photos/67a/0913d62f227a808c79c0e8badf6f767a_1543354927.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Cafe Bar Mon Balzac;Gdańsk;Piwna 36/39, Śródmieście, Gdańsk 80-831;International,Cafe,Credit Card,Dinner,Serves Alcohol,Kid Friendly,Pet Friendly,Vegetarian Friendly,Outdoor Seating,Cigar Bar,Wifi,Group Meal;https://b.zmtcdn.com/data/reviews_photos/0fb/eaf91d9da625e97cf05bc34a4fdcb0fb_1481022893.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Anima Cafe;Gdańsk;św. Ducha 11/13/17, Śródmieście, Gdańsk;Cafe,Credit Card,Lunch,Breakfast,Dinner,Indoor Seating;https://b.zmtcdn.com/data/reviews_photos/06e/0e5f304437159004aed60a6a6c65b06e_1507119973.JPG?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Kawiarnia Retro;Gdańsk;Piwna 5/6, Śródmieście, Gdańsk 80-831;Polish,Italian,Desserts,Cafe,Credit Card,Dinner,Serves Alcohol,Kid Friendly,Vegetarian Friendly,Outdoor Seating,Pet Friendly,Group Meal;https://b.zmtcdn.com/data/reviews_photos/000/0745c4ecffbf739bcf3932a3aba6e000_1481468217.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Lula Drink & Food;Gdańsk;Norwida 4, Strzyża, Gdańsk 80-280;Desserts,Healthy Food,Cafe,Dinner,Credit Card,Lunch,Serves Alcohol,Disabled Friendly,Wifi,Group Meal,Indoor Seating,Kid Friendly,Pet Friendly,Vegetarian Friendly,Free Parking;https://b.zmtcdn.com/data/reviews_photos/ab0/bb6b83b36455beeede7a280c12040ab0_1467554811.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Fajne Baby;Gdańsk;Świętojańska 70/71/1, Śródmieście, Gdańsk 80-837;Desserts,Cafe,Credit Card,Dinner,Lunch,Kid Friendly,Desserts and Bakes,Indoor Seating,Vegetarian Friendly;https://b.zmtcdn.com/data/reviews_photos/329/074182cf93e0eae2aefacdcda1f6e329_1424382310.JPG?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Drukarnia Cafe;Gdańsk;Mariacka 36, Gdańsk, Śródmieście, Gdańsk;Cafe,Credit Card,No Alcohol Available,Snacks,Indoor Seating,Beverages;https://b.zmtcdn.com/data/reviews_photos/776/d59b8d9b43f63585c8ff2849c246f776_1489912056.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Fukafe;Gdańsk;Wajdeloty 22, Wrzeszcz, Gdańsk;Cafe,Healthy Food,Credit Card,Wifi,Gluten Free Options,Vegetarian Friendly,Indoor Seating,Vegan Options;https://b.zmtcdn.com/data/reviews_photos/db2/3e62fdc9f539f2afabe807f76cdf4db2_1470230761.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Pijalnia Czekolady Mount Blanc;Gdańsk;al. Grunwaldzka 141, Wrzeszcz, Gdańsk 80-264;Desserts,Cafe,Dinner,Free Parking,Pet Friendly,Desserts and Bakes,Indoor Seating;
A La Française;Gdańsk;ul. Spichrzowa 24/1, Śródmieście, Gdańsk 80-750;French,Desserts,Healthy Food,Cafe,Credit Card,Lunch,Dinner,Outdoor Seating,Disabled Friendly,Vegetarian Friendly,Free Parking,Kid Friendly,Wifi,Group Meal;https://b.zmtcdn.com/data/reviews_photos/265/2279b93710382fc4a6a286008ae85265_1524572586.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Cafe Lamus;Gdańsk;ul. Lawendowa 8, Śródmieście, Gdańsk 80-040;Finger Food,Desserts,Cafe;https://b.zmtcdn.com/data/reviews_photos/dd5/51f6932986850fc2a187fccae6808dd5_1424386090.JPG?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Palarnia Kawy;Gdańsk;Tkacka 7/8, Śródmieście, Gdańsk 80-836;Finger Food,Desserts,Cafe;
Lookier Cafe;Gdańsk;Długa 39, Śródmieście, Gdańsk 80-826;International,Cafe,Lunch,Dinner,Indoor Seating;https://b.zmtcdn.com/data/reviews_photos/500/2648b3b1a262ecc1d79c15a8839d8500_1474803313.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Ikea;Gdańsk;Złota Karczma 26, Kokoszki, Gdańsk 80-298;European,Desserts,Finger Food,Cafe,Credit Card,Dinner,Lunch,Serves Alcohol,Indoor Seating,Disabled Friendly,Wifi,Group Meal,Free Parking,Kid Friendly,Pet Friendly,Vegetarian Friendly;
Zappio Restaurant & Pub;Gdańsk;Świętojańska 49, Śródmieście, Gdańsk 80-840;Polish,Cafe,Dinner,Credit Card,Lunch,Serves Alcohol,Live Music,Indoor Seating,Fullbar,Pet Friendly;https://b.zmtcdn.com/data/reviews_photos/db3/1d3db0b566c32833e6440513f589adb3_1471964129.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Loveat;Gdańsk;Klonowa 4D, Wrzeszcz, Gdańsk;Healthy Food,Cafe,Dinner,Credit Card,Indoor Seating,Pet Friendly,Vegetarian Friendly,Free Parking;
Balsam Cafe;Gdańsk;Piwna 66, Wrzeszcz, Gdańsk 80-834;Finger Food,Cafe,Credit Card,Dinner,Serves Alcohol,Kid Friendly,Pet Friendly,Outdoor Seating,Cigar Bar,Wifi,Group Meal;https://b.zmtcdn.com/data/reviews_photos/4ba/daab8d016d7a31359e7f9f7c5ee864ba_1427620833.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Cukiernia Adam Sowa;Gdańsk;Węglarska 1, Śródmieście, Gdańsk 80-834;Desserts,Cafe,Dinner,Outdoor Seating,Desserts and Bakes;
Lodziarnia Grycan;Gdańsk;Długa 73, Śródmieście, Gdańsk 80-831;Desserts,Cafe,Ice Cream,Credit Card,Dinner,Lunch,Kid Friendly,Group Meal,Indoor Seating,Vegetarian Friendly;https://b.zmtcdn.com/data/reviews_photos/9a7/43e731dec1f287d0b27074844f04c9a7_1460218977.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Mitte - Chleb i Kawa;Gdańsk;ul. Rzeźnicka 47B, Śródmieście, Gdańsk 80-822;Kebab,Desserts,Cafe,American,Credit Card,Lunch,Dinner,Outdoor Seating,Free Parking,Vegetarian Friendly;https://b.zmtcdn.com/data/reviews_photos/bdc/4a3f40360cceb221e87badeb396c0bdc_1468263893.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Mandu;Gdańsk;Kaprów 19D, Oliwa, Gdańsk 80-316;Polish,Korean,Chinese,Georgian,Credit Card,Dinner,Lunch,Kid Friendly,Group Meal,Indoor Seating,Vegetarian Friendly;https://b.zmtcdn.com/data/reviews_photos/148/b0cd395fe9ec3b30f4ce9075c29d2148_1559799246.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Pobite Gary;Gdańsk;ul. Bitwy Oliwskiej 34, Oliwa, Gdańsk 80-339;International,Credit Card,Dinner,Lunch,Serves Alcohol,Indoor Seating,Wifi,Group Meal,Free Parking,Kid Friendly,Vegetarian Friendly;https://b.zmtcdn.com/data/reviews_photos/5ff/6037a40c797fd56cd9bad84213be85ff_1566383902.JPG?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Restauracja Pueblo;Gdańsk;Kołodziejska 4, Śródmieście, Gdańsk 80-836;Mexican,Credit Card,Lunch,Serves Alcohol,Dinner,Outdoor Seating,Pet Friendly,Group Meal,Free Parking,Kid Friendly,Vegetarian Friendly;https://b.zmtcdn.com/data/reviews_photos/17a/41152e9663771e93856a362fb922817a_1565860104.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Smażalnia Ryb Zagroda Rybacka;Gdańsk;Miła 14, Brzeźno, Gdańsk 80-512;Polish,Mediterranean,Kebab,Seafood,Credit Card,Lunch,Serves Alcohol,Dinner,Kid Friendly,Vegetarian Friendly,Outdoor Seating,Wifi,Group Meal,Fullbar;https://b.zmtcdn.com/data/res_imagery/16534826_RESTAURANT_d6f6fcfe95e368f7dfdb10bca7b9a917.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Kawiarnia Pikawa;Gdańsk;Piwna 15, Śródmieście, Gdańsk 80-831;Desserts,Cafe,Dinner,Credit Card,Lunch,Serves Alcohol,Wifi,Group Meal,Kid Friendly,Disabled Friendly,Vegetarian Friendly,Outdoor Seating,Cigar Bar,Pet Friendly;https://b.zmtcdn.com/data/reviews_photos/67a/0913d62f227a808c79c0e8badf6f767a_1543354927.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Sempre Pizza e Vino - Gdańsk Długa;Gdańsk;Długa 6/7/8, Śródmieście, Gdańsk 80-827;Italian,Finger Food,Pizza,Lunch,Serves Alcohol,Credit Card,Dinner,Pet Friendly,Vegetarian Friendly,Wine,Outdoor Seating,Kid Friendly,Wifi,Group Meal,Beer,Free Parking;https://b.zmtcdn.com/data/reviews_photos/d7d/c4f41c4e73176ec0880515e798fe3d7d_1565859923.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Original Burger;Gdańsk;Długa 47/49, Śródmieście, Gdańsk 80-831;American,Burger,Finger Food,Desserts,Healthy Food,Credit Card,Delivery,Dinner,Lunch,Serves Alcohol,Kid Friendly,Vegetarian Friendly,Outdoor Seating,Wifi,Group Meal;https://b.zmtcdn.com/data/reviews_photos/588/0c028604610c83499c60d580cde64588_1472578113.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Restauracja Basia Ritz;Gdańsk;Szafarnia 6, Śródmieście, Gdańsk 80-755;Polish,International,Serves Alcohol,Credit Card,Lunch,Dinner,Outdoor Seating,Vegetarian Friendly,Free Parking,Kid Friendly,Group Meal;https://b.zmtcdn.com/data/reviews_photos/bdf/484f03308f45b5db979acc2c7a5d9bdf_1551681060.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
La Cucina;Gdańsk;ul. Szeroka 86, Śródmieście, Gdańsk 80-835;Italian,Pizza,Finger Food,Credit Card,Lunch,Serves Alcohol,Dinner,Indoor Seating,Group Meal,Free Parking,Vegetarian Friendly,Live Sports Screening;https://b.zmtcdn.com/data/reviews_photos/638/73dbefd28054a9f8ebc4ed560393e638_1565859996.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Anima Cafe;Gdańsk;św. Ducha 11/13/17, Śródmieście, Gdańsk;Cafe,Credit Card,Lunch,Breakfast,Dinner,Indoor Seating;https://b.zmtcdn.com/data/reviews_photos/06e/0e5f304437159004aed60a6a6c65b06e_1507119973.JPG?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Billy's American Restaurant;Gdańsk;Rajska 10, Śródmieście, Gdańsk 80-851;American,Finger Food,Burger,Steak,Credit Card,Lunch,Serves Alcohol,Dinner,Kid Friendly,Group Meal,Outdoor Seating,Vegetarian Friendly;https://b.zmtcdn.com/data/reviews_photos/e18/cececacb11f47d6dc72b1a0bcf946e18_1524422682.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Trattoria La Cantina;Gdańsk;Dębinki 7D/1, Aniołki, Gdańsk 80-211;Italian,Pizza,Finger Food,Healthy Food,Dinner,Credit Card,Lunch,Serves Alcohol,Vegetarian Friendly,Outdoor Seating,Kid Friendly,Group Meal,Free Parking;https://b.zmtcdn.com/data/reviews_photos/c7d/8a317e68bd489f0dabb82b401f4f6c7d_1501346654.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Bar Pod Rybą;Gdańsk;Piwna 61/63, Śródmieście, Gdańsk 80-830;Polish,Credit Card,Lunch,Serves Alcohol,Dinner,Pet Friendly,Vegetarian Friendly,Outdoor Seating,Wifi,Group Meal;https://b.zmtcdn.com/data/reviews_photos/436/c8df1c103e2b2d4d904f7c83ed8ef436_1565299677.JPG?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Cico;Gdańsk;Piwna 28/30, Śródmieście, Gdańsk 80-831;Others,Dinner,Serves Alcohol,Credit Card,Lunch,DJ,Free Parking,Kid Friendly,Wifi,Group Meal,Nightlife,Outdoor Seating,Pet Friendly,Vegetarian Friendly,Dance Floor;
Lao Thai;Gdańsk;Targ Rybny 11, Śródmieście, Gdańsk 80-838;Thai,Asian,Finger Food,Credit Card,Delivery,Dinner,Lunch,Serves Alcohol,Kid Friendly,Vegetarian Friendly,Lunch Menu,Indoor Seating,Pet Friendly,Group Meal;https://b.zmtcdn.com/data/reviews_photos/322/6625750c4de009a1086d2303401f0322_1515948351.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Kawior;Gdańsk;ul. Brzeźnieńska 18, Brzeźno, Gdańsk 80-815;Polish,European,Burger,Healthy Food,Credit Card,Lunch,Serves Alcohol,Dinner,Outdoor Seating,Pet Friendly,Vegetarian Friendly,Live Sports Screening,Free Parking,Kid Friendly,Wifi,Group Meal;https://b.zmtcdn.com/data/reviews_photos/b83/5be393575a342ebdb5c99d4138f12b83_1507489543.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Restauracja Metamorfoza;Gdańsk;Szeroka 22/23, Śródmieście, Gdańsk 80-835;Polish,Credit Card,Lunch,Serves Alcohol,Dinner,Outdoor Seating,Vegetarian Friendly,Free Parking,Pet Friendly,Group Meal;https://b.zmtcdn.com/data/reviews_photos/944/394a46e4a2a4983007a97ac34ca6a944_1443163210.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Avocado vegan & eko;Gdańsk;ul. Wajdeloty 25/1, Wrzeszcz, Gdańsk 80-437;International,Finger Food,Desserts,Credit Card,Dinner,Lunch,Kid Friendly,Group Meal,Outdoor Seating,Vegetarian Friendly;https://b.zmtcdn.com/data/reviews_photos/8ee/cdc8cf58979ce674dbcb458eafef28ee_1507123798.JPG?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Krowa i Kurczak;Gdańsk;Grunwaldzka 355, Oliwa, Gdańsk 80-309;Polish,European,Grill,Lunch,Dinner,Indoor Seating;https://b.zmtcdn.com/data/reviews_photos/c2e/1d3c3a7af3e129fb062049dd4c27ac2e_1515359710.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Restauracja Panorama;Gdańsk;Wały Piastowskie 1, Śródmieście, Gdańsk 80-855;Mediterranean,European,Credit Card,Dinner,Lunch,Serves Alcohol,Kid Friendly,Vegetarian Friendly,Indoor Seating,Pet Friendly,Group Meal;https://b.zmtcdn.com/data/reviews_photos/eb3/50062a99f14b6a66f278a8d06eb7eeb3_1530990912.JPG?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Ed Red;Kraków;Sławkowska 3, Stare Miasto, Kraków 31-014;Polish,Dinner,Credit Card,Lunch,Serves Alcohol,Takeaway Available,Fullbar,Lunch Menu,Indoor Seating,Wifi;https://b.zmtcdn.com/data/res_imagery/16528637_RESTAURANT_6386081be2ececf714023976db07522c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Hamsa;Kraków;Szeroka 2, Kazimierz, Kraków Krakow;Israeli,Jewish,Credit Card,Dinner,Takeaway Available,Lunch,Serves Alcohol,Indoor Seating,Pet Friendly,Gluten Free Options,Vegetarian Friendly,Fullbar,Outdoor Seating,Kid Friendly,Wifi,Vegan Options,Group Meal,Snacks;https://b.zmtcdn.com/data/res_imagery/16528409_RESTAURANT_9a0c1b976f9ba1c6b7fb282dd7ff5008_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Camelot;Kraków;Św. Tomasza 17, Stare Miasto, Kraków;Cafe,Desserts,European,Takeaway Available,Breakfast,Lunch,Serves Alcohol,Outdoor Seating,Wifi,Pet Friendly,Fullbar;https://b.zmtcdn.com/data/res_imagery/10400574_RESTAURANT_c123a260062aaafaa7aeb9b74faac3ac_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Boscaiola;Kraków;Szewska 10, Stare Miasto, Kraków;Italian,Desserts,Pizza,Credit Card,Takeaway Available,Lunch,Serves Alcohol,Dinner,Kid Friendly,Wifi,Outdoor Seating,Disabled Friendly,Fullbar;https://b.zmtcdn.com/data/res_imagery/10400261_RESTAURANT_02be30f52b9adaa1d40dcc4395660521_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Zazie Bistro;Kraków;Józefa 34, Kazimierz, Kraków;French,Credit Card,Takeaway Available,Dinner,Lunch,Serves Alcohol,Kid Friendly,Wifi,Lunch Menu,Beer,Indoor Seating,Pet Friendly,Vegetarian Friendly,Wine;https://b.zmtcdn.com/data/res_imagery/16528402_RESTAURANT_1d9f0e6e5532c86e57900e571dac056c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Moa Burger;Kraków;Mikołajska 3, Stare Miasto, Kraków;Burger,Dinner,Credit Card,Takeaway Available,No Alcohol Available,Lunch,Serves Alcohol,Kid Friendly,Wifi,Indoor Seating,Pet Friendly;https://b.zmtcdn.com/data/reviews_photos/4fc/04ff2f672dcab2e8d6897ae2a76764fc_1565416306.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Dynia Resto Bar;Kraków;Krupnicza 20, Stare Miasto, Kraków;International,Credit Card,Dinner,Takeaway Available,Breakfast,Lunch,Serves Alcohol,Pet Friendly,Gluten Free Options,Vegan Options,Fullbar,Outdoor Seating,Kid Friendly,Wifi;https://b.zmtcdn.com/data/res_imagery/10400383_RESTAURANT_ed53612d51b33e33a7571fa1c3be2329.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Stara Zajezdnia;Kraków;Św. Wawrzyńca 12, Kazimierz, Kraków;Polish,International,Credit Card,Lunch,Serves Alcohol,Takeaway Available,Dinner,Indoor Seating,Pet Friendly,Gluten Free Options,Live Sports Screening,Outdoor Seating,Kid Friendly,Wifi,Vegetarian Friendly,Fullbar;https://b.zmtcdn.com/data/res_imagery/16528778_RESTAURANT_d5cc0b0d2f7128b42aa5005ce0212e16_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Pod Norenami;Kraków;Krupnicza 6, Stare Miasto, Kraków;Asian,Healthy Food,Sushi,Japanese,Thai,Credit Card,Delivery,Dinner,Takeaway Available,Lunch,Serves Alcohol,Kid Friendly,Gluten Free Options,Vegan Options,Fullbar,Indoor Seating,Wifi,Board Games;https://b.zmtcdn.com/data/res_imagery/16528994_RESTAURANT_91d6693b02c185a6c24f1a7b7f1d94be.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Nowa Prowincja;Kraków;Bracka 3-5, Stare Miasto, Kraków;Cafe,Breakfast,Dinner,Credit Card,Lunch,Serves Alcohol,Live Music,Outdoor Seating,Pet Friendly,Fullbar,Indoor Seating,Wifi,Board Games;https://b.zmtcdn.com/data/res_imagery/16528759_RESTAURANT_661499b9e65f2d2f576fae72fb7d5b70.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Wesoła Cafe;Kraków;Rakowicka 17/2, Grzegórzki, Kraków;Cafe,Takeaway Available,Breakfast,Serves Alcohol,Lunch,Credit Card,Wifi,Beer,Live Music,Indoor Seating,Disabled Friendly,Wine,Kid Friendly,Pet Friendly;https://b.zmtcdn.com/data/res_imagery/10400444_RESTAURANT_d736ba8f1074e7b19b89b4380efd5fce_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Kuchnia u Doroty;Kraków;Augustiańska 4, Kazimierz, Kraków;Polish,Credit Card,Takeaway Available,Breakfast,Lunch,Serves Alcohol,Dinner,Kid Friendly,Wifi,Wine,Indoor Seating,Disabled Friendly,Gluten Free Options,Lunch Menu,Beer;https://b.zmtcdn.com/data/res_imagery/10400367_RESTAURANT_da44e521a8547708017b9fbb0793879f_c.JPG?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Pino;Kraków;Szczepańska 4, Stare Miasto, Kraków;European,Pizza,Burger,Seafood,Credit Card,Lunch,Serves Alcohol,Takeaway Available,Dinner,Indoor Seating,Fullbar;https://b.zmtcdn.com/data/res_imagery/10401036_RESTAURANT_fc113d5227cf1a1e258fd803c3ee1d7d_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
C.K. Browar;Kraków;Podwale 6/7, Stare Miasto, Kraków;Polish,Austrian,Hungarian,Credit Card,Takeaway Available,Lunch,Serves Alcohol,Dinner,Kid Friendly,Wifi,Live Entertainment,Nightlife,Indoor Seating,Pet Friendly,Group Meal,Live Sports Screening,Fullbar;https://b.zmtcdn.com/data/res_imagery/16528957_RESTAURANT_8cd83eeaa11a8e88f24409ef2a2f205f_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Morskie Oko;Kraków;Pl. Szczepański 8, Stare Miasto, Kraków;Polish,Takeaway Available,Lunch,Serves Alcohol,Credit Card,Dinner,Live Music,Outdoor Seating,Wifi,Kid Friendly,Fullbar;https://b.zmtcdn.com/data/res_imagery/10400290_RESTAURANT_27fc4dc645e0c78f723e0dde5fd7927c_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Forum Przestrzenie;Kraków;Konopnickiej 28, Dębniki, Kraków;Mediterranean,Dinner,Credit Card,Takeaway Available,Breakfast,Lunch,Serves Alcohol,Live Music,Outdoor Seating,Pet Friendly,Board Games,Fullbar,Kid Friendly,Wifi;https://b.zmtcdn.com/data/res_imagery/10400697_RESTAURANT_a983ff5aac8d9ae362cf98cf89d15f28_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Youmiko Sushi;Kraków;Józefa 2, Kazimierz, Kraków;Sushi,Seafood,Japanese,Asian,No Alcohol Available,Dinner,Cash,Takeaway Available,Lunch,Serves Alcohol,Lunch Menu,Street Parking,Indoor Seating,Wifi,Vegetarian Friendly,Pet Friendly,Gluten Free Options;https://b.zmtcdn.com/data/res_imagery/10400583_RESTAURANT_9acc12b9c2e17f61eb37ff2999475d0d.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Mamma Mia;Kraków;Karmelicka 14, Stare Miasto, Kraków;Italian,Pizza,Serves Alcohol,Credit Card,Takeaway Available,Lunch,Dinner,Table reservation required,Indoor Seating,Wifi,Outdoor Seating,Kid Friendly,Fullbar;https://b.zmtcdn.com/data/res_imagery/16528876_RESTAURANT_64e3fb9bea446da4a67cdea628d4e28c_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Chimera;Kraków;Św. Anny 3, Stare Miasto, Krakow;Polish,Takeaway Available,Breakfast,Lunch,Serves Alcohol,Credit Card,Dinner,Live Music,Outdoor Seating,Pet Friendly,Wifi,Vegan Options,Kid Friendly,Smoking Area,Gluten Free Options,Vegetarian Friendly,Fullbar;https://b.zmtcdn.com/data/res_imagery/10400531_RESTAURANT_59ad9f6f10452b705a92598579bcd3ae_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Kolanko No 6;Kraków;Józefa 17, Kazimierz, Kraków;Cafe,International,Lunch,Serves Alcohol,Dinner,Credit Card,Takeaway Available,Breakfast,Nightlife,Live Music,Outdoor Seating,Pet Friendly,Vegetarian Friendly,Lunch Menu,Fullbar,Kid Friendly,Wifi,Board Games;https://b.zmtcdn.com/data/res_imagery/16528407_RESTAURANT_ba1871bc1cd71179e4b973934178be82.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
